,route-collected,name,type,departure_time,arrival_time,duration,price,seats_available,rating
221,Goa to Satara,Giroba Travels (ST.Christopher),Non AC Seater (2+2),19:30,04:00,08h 30m,INR 350,29 Seats available,No rating
222,Goa to Satara,Giroba Travels (Shree),A/C Sleeper (2+1),19:10,04:00,08h 50m,INR 2500,29 Seats available,No rating
223,Goa to Satara,Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),19:10,04:00,08h 50m,INR 399,5 Seats available,3.7
224,Goa to Satara,IntrCity SmartBus,AC Sleeper (2+1),19:30,03:10,07h 40m,INR 758,6 Seats available,4.3
225,Goa to Satara,Atmaram Travels (Unity),A/C Sleeper (2+1),20:00,04:45,08h 45m,INR 606,21 Seats available,4.1
226,Goa to Satara,Atmaram Gobus,VE A/C Sleeper (2+1),21:32,05:17,07h 45m,INR 606,12 Seats available,4.1
227,Goa to Satara,Atmaram Travels Goa,A/C Seater / Sleeper (3+1),21:30,06:20,08h 50m,INR 1099,38 Seats available,4.1
228,Goa to Satara,Atmaram Travels ( Dolphin ),AC Sleeper (2+1),19:10,04:00,08h 50m,INR 606,12 Seats available,4.1
229,Goa to Satara,Atmaram Travels (Humsafar),Bharat Benz A/C Sleeper (2+1),19:30,03:45,08h 15m,INR 601,20 Seats available,4.1
230,Goa to Satara,Atmaram Travels ( Ashray ),A/C Sleeper (2+1),20:05,05:35,09h 30m,INR 399,9 Seats available,4.1
231,Goa to Satara,Ashray Travels,Non A/C Seater / Sleeper (2+1),20:00,03:00,07h 00m,INR 350,39 Seats available,4.0
232,Goa to Satara,Prasanna Purple Big Bus,A/C Sleeper (2+1),22:00,05:30,07h 30m,INR 770,13 Seats available,3.9
233,Goa to Satara,"National Travels,Goa",NON A/C Sleeper (2+1),19:10,03:30,08h 20m,INR 500,11 Seats available,3.7
234,Goa to Satara,Atmaram Travels ( Gogte ),NON A/C Sleeper (2+1),21:15,05:45,08h 30m,INR 5000,36 Seats available,3.6
235,Goa to Satara,Atmaram Travels (Shreyas),NON A/C Sleeper (2+1),20:30,05:00,08h 30m,INR 750,30 Seats available,4.1
236,Goa to Satara,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),21:35,06:35,09h 00m,599,19 Seats available,4.1
237,Goa to Satara,Shreyash Travels,A/C Sleeper (2+1),20:00,04:00,08h 00m,477,18 Seats available,3.2
238,Goa to Satara,Zingbus Plus,VE A/C Sleeper (2+1),20:25,05:10,08h 45m,585,16 Seats available,4.8
239,Goa to Satara,Atmaram Travels (Shreyas),Bharat Benz A/C Sleeper (2+1),20:03,04:03,08h 00m,INR 5000,24 Seats available,4.1
240,Goa to Satara,Atmaram Travels Goa,A/C Sleeper (2+1),22:31,07:01,08h 30m,INR 1099,24 Seats available,4.1
241,Goa to Satara,Atmaram Travels Goa,A/C Sleeper (2+1),19:40,04:15,08h 35m,INR 606,14 Seats available,4.1
242,Goa to Satara,Atmaram Travels ( Dolphin ),A/C Sleeper (2+1),19:10,03:00,07h 50m,INR 699,17 Seats available,4.1
243,Goa to Satara,Ashray Travels,Volvo Multi-Axle A/C Sleeper (2+1),20:00,05:30,09h 30m,2775,33 Seats available,4.0
244,Goa to Satara,Laxmi Queen Grand,A/C Sleeper (2+1),21:00,05:30,08h 30m,INR 599,12 Seats available,3.9
245,Goa to Satara,Laxmi Queen Asta,A/C Sleeper (2+1),20:30,05:30,09h 00m,INR 650,19 Seats available,3.9
246,Goa to Satara,PSR Travels Goa,A/C Sleeper (2+1),19:15,03:00,07h 45m,INR 699,4 Seats available,3.6
247,Goa to Satara,Manish Travels,A/C Seater / Sleeper (2+1),19:10,03:00,07h 50m,INR 550,23 Seats available,2.6
248,Goa to Satara,Manish Roshan Travels,A/C Sleeper (2+1),19:15,05:30,10h 15m,INR 600,26 Seats available,2.6
249,Goa to Satara,VRL Travels,A/C Sleeper (2+1),19:30,01:30,06h 00m,INR 1300,36 Seats available,3.4
250,Goa to Satara,VRL Travels,A/C Sleeper (2+1),19:30,04:00,08h 30m,INR 1100,30 Seats available,3.4
251,Goa to Satara,VRL Travels,A/C Sleeper (2+1),20:00,05:00,09h 00m,INR 900,35 Seats available,3.4
252,Shirdi to Goa,Hans Travels (I) Private Limited,A/C Sleeper (2+1),20:19,10:39,14h 20m,INR 1400,20 Seats available,1.9
253,Goa to Shivamogga,Sea Bird Tourist,NON A/C Sleeper (2+1),19:15,02:30,07h 15m,INR 700,14 Seats available,4.1
254,Goa to Shirdi,PSR Travels Goa,A/C Sleeper (2+1),19:15,10:00,14h 45m,INR 1099,4 Seats available,3.8
